OID_;Description;plot_id;PERIOD;radius;Radie_utsok;datum;east;north;Huggningsklass;Agoslag;Agoslag_utsok;Biomass_above;Biomass_below;Basal_area;Basal_Area_Pine;Basal_Area_Spruce;Basal_Area_Contorta;Volume;Volume_Pine;Volume_Spruce;Volume_Contorta;Dgv;Hgv;Mean_Age_basal_area_weighted;Ruta;Block;Skanndatum;leaveson;scanner_type;Region;N;E;id;antalTillvAr;species_type 
14900;2.02E+11;201920834150;0;7;7;2019-08-14 00:00;730951;7235499;21;1;1;0;0;0;0;0;0;0;0.95;0.15;0;0;0;7;72350_7300_25;19G026;2019-08-27 00:00;1;0;0;7235000;730000;19G026_72350_7300_25;0;97
14901;2.02E+11;202126581060;0;10;10;2021-09-11 00:00;746510;7232341;23;1;1;8.907790517;1.04786245;3.917483535;3.58;0.326;0;21.17558503;8.384;0.87;0;8.98;8.04;19.8;72300_7450_25;19G026;2019-08-27 00:00;1;0;0;7230000;745000;19G026_72300_7450_25;-2;87
14902;2.02E+11;202126582060;0;10;10;2021-09-11 00:00;747125;7231756;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72300_7450_25;19G026;2019-08-27 00:00;1;0;0;7230000;745000;19G026_72300_7450_25;-2;63
14903;2.02E+11;202126582120;0;10;10;2021-09-11 00:00;747139;7231169;42;1;1;60.77895634;17.33153784;12.9137226;1.588;2.536;0;73.75928484;11.218;12.742;0;17.86;12.34;89.7;72300_7450_25;19G026;2019-08-27 00:00;1;0;0;7230000;745000;19G026_72300_7450_25;-2;82
14904;2.02E+11;202126583120;0;10;10;2021-09-11 00:00;745950;7231115;41;1;1;58.34674488;20.49432624;17.38580397;16.36;1.012;0;125.0374506;120.5;4.222;0;18.94;14.42;82.6;72300_7450_25;19G026;2019-08-27 00:00;1;0;0;7230000;745000;19G026_72300_7450_25;-2;100
14905;2.02E+11;201826591120;0;10;10;2018-09-12 00:00;749146;7242394;41;1;1;82.34808467;26.8015487;18.8195253;17.1;1.718;0;181.2534759;164.92;15.808;0;25.62;20.4;93.1;72400_7475_25;19G026;2019-08-27 00:00;1;0;0;7240000;747500;19G026_72400_7475_25;1;100
14906;2.02E+11;201826592060;0;10;10;2018-09-12 00:00;749185;7241796;11;1;1;0.07;0.02;0;0;0;0;0.098;0.088;0.01;0;0;0;0;72400_7475_25;19G026;2019-08-27 00:00;1;0;0;7240000;747500;19G026_72400_7475_25;1;72
14907;2.02E+11;201926581060;0;10;10;2019-07-11 00:00;756625;7227508;41;1;1;31.50154385;10.88022063;8.077958464;6.46;1.37;0;51.68650066;44.7;6.51;0;20.6;12.9;103.4;72275_7550_25;19G026;2019-08-27 00:00;1;0;0;7227500;755000;19G026_72275_7550_25;0;99
14908;2.02E+11;201926582060;0;10;10;2019-07-11 00:00;757205;7226865;21;1;1;0.553389271;0.130375698;0.125063401;0;0;0;0.595232966;0.31;0.27;0;1;1.8;0;72250_7550_25;19G026;2019-08-27 00:00;1;0;0;7225000;755000;19G026_72250_7550_25;0;85
14909;2.02E+11;201926582120;0;10;10;2019-07-11 00:00;757184;7226286;41;1;1;67.58200797;22.79088997;17.21979835;10.73;2.86;0;108.5715875;71.3;17.31;0;19.4;13;78;72250_7550_25;19G026;2019-08-27 00:00;1;0;0;7225000;755000;19G026_72250_7550_25;0;95
14910;2.02E+11;201926583120;0;10;10;2019-07-11 00:00;756016;7226326;41;1;1;99.45289913;34.45134968;28.62733241;21.32;7.19;0;201.1676227;167.71;31.68;0;19.3;14.1;89.1;72250_7550_25;19G026;2019-08-27 00:00;1;0;0;7225000;755000;19G026_72250_7550_25;0;96
14911;2.02E+11;201926584120;0;10;10;2019-07-11 00:00;756022;7227504;31;1;1;23.21466592;10.55760104;10.30189099;2.75;0.79;0;33.41731133;11.04;5.04;0;5.8;5.9;26.7;72275_7550_25;19G026;2019-08-27 00:00;1;0;0;7227500;755000;19G026_72275_7550_25;0;68
14912;2.02E+11;201926591060;0;10;10;2019-08-24 00:00;768707;7232627;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72325_7675_25;19G026;2019-08-27 00:00;1;0;0;7232500;767500;19G026_72325_7675_25;0;63
14913;2.02E+11;201926592060;0;10;10;2019-08-24 00:00;769312;7232039;22;1;1;5.735910339;2.195703148;1.815358971;1.25;0.29;0;5.698753796;4.11;0.99;0;6.9;5.3;15.5;72300_7675_25;19G026;2019-08-27 00:00;1;0;0;7230000;767500;19G026_72300_7675_25;0;72
14914;2.02E+11;201926593120;0;10;10;2019-08-24 00:00;768127;7231439;22;1;1;10.58520077;6.577100316;3.596693417;0.16;0.8;0;10.80467042;0.44;2.32;0;2.4;3.2;18.8;72300_7675_25;19G026;2019-08-27 00:00;1;0;0;7230000;767500;19G026_72300_7675_25;0;82
14915;2.02E+11;201720281150;0;7;7;2017-07-27 00:00;783526;7229861;22;1;1;8.342959979;2.438338717;3.359446735;4.218;0.068;0;11.16402894;11.856;0.19;0;3.14;2.66;26.2;72275_7825_25;18H001;2018-07-11 00:00;1;0;0;7227500;782500;18H001_72275_7825_25;1;88
14916;2.02E+11;201720282050;0;7;7;2017-07-27 00:00;783526;7229361;21;1;1;3.607108787;1.233947808;0.832269926;0;0.01;0;5.172981581;0.478;0.302;0;11.74;10.4;0;72275_7825_25;18H001;2018-07-11 00:00;1;0;0;7227500;782500;18H001_72275_7825_25;1;88
14917;2.02E+11;201720282100;0;7;7;2017-07-27 00:00;783526;7228861;42;1;1;83.90183321;28.55009718;16.69703243;4.668;11.82;0;166.7100224;48.03;116.512;0;28.98;21.5;158.5;72275_7825_25;18H001;2018-07-11 00:00;1;0;0;7227500;782500;18H001_72275_7825_25;1;90
14918;2.02E+11;201720282150;0;7;7;2017-07-27 00:00;783526;7228361;31;1;1;46.8554988;18.86643536;20.41365055;9.316;0.482;0;72.20527307;37.468;1.446;0;6.64;6.36;32;72275_7825_25;18H001;2018-07-11 00:00;1;0;0;7227500;782500;18H001_72275_7825_25;1;41
14919;2.02E+11;201720283050;0;7;7;2017-07-27 00:00;783026;7228361;23;1;1;29.37510504;9.221517333;12.26634166;10.094;3.162;0;44.07407028;36.788;11.944;0;7.56;5.4;32;72275_7825_25;18H001;2018-07-11 00:00;1;0;0;7227500;782500;18H001_72275_7825_25;1;96
14920;2.02E+11;201720283150;0;7;7;2017-07-27 00:00;782026;7228361;31;1;1;94.24459698;29.61365582;29.33787838;18.01;11.332;0;176.9839002;112.424;66.856;0;12.74;11.58;42;72275_7800_25;18H001;2018-07-11 00:00;1;0;0;7227500;780000;18H001_72275_7800_25;1;93
14921;2.02E+11;201720284100;0;7;7;2017-07-27 00:00;782026;7229361;11;1;1;0.238;0.094;0.0057;0;0.006;0;0.3;0.154;0.096;0;0.38;0.1;0;72275_7800_25;18H001;2018-07-11 00:00;1;0;0;7227500;780000;18H001_72275_7800_25;1;83
14922;2.02E+11;201720284150;0;7;7;2017-07-27 00:00;782026;7229861;41;1;1;118.4177931;42.04977106;32.54382347;21.434;1.814;0;224.427841;173.618;5.298;0;19.86;14.28;119.9;72275_7800_25;18H001;2018-07-11 00:00;1;0;0;7227500;780000;18H001_72275_7800_25;1;81
14923;2.02E+11;201820852050;0;7;7;2018-09-06 00:00;786891;7238714;23;1;1;7.916949075;2.324480738;4.063741519;6.61;0.06;0;12.29800143;19.52;0.15;0;7;4.5;24.2;72375_7850_25;18H001;2018-07-11 00:00;1;0;0;7237500;785000;18H001_72375_7850_25;0;82
14924;2.02E+11;201820852100;0;7;7;2018-09-06 00:00;786939;7238216;41;1;1;57.44265836;19.31454799;18.15037403;17.02;1.15;0;103.1617129;101.17;3.05;0;15.1;11;85.8;72375_7850_25;18H001;2018-07-11 00:00;1;0;0;7237500;785000;18H001_72375_7850_25;0;96
14925;2.02E+11;201820853100;0;7;7;2018-09-06 00:00;785991;7237621;23;1;1;3.350242355;0.946764823;1.627484362;5.01;0.07;0;5.520523516;15.04;0.19;0;5.7;4.9;24.6;72375_7850_25;18H001;2018-07-11 00:00;1;0;0;7237500;785000;18H001_72375_7850_25;0;88
14926;2.02E+11;201820854050;0;7;7;2018-09-06 00:00;785945;7238124;22;1;1;10.97580511;4.261759;3.89280637;1.84;0.02;0;9.16514012;6.12;0.06;0;3.8;3.4;15.3;72375_7850_25;18H001;2018-07-11 00:00;1;0;0;7237500;785000;18H001_72375_7850_25;0;83
14927;2.02E+11;201820854100;0;7;7;2018-09-06 00:00;785898;7238623;41;1;1;128.540853;42.2285519;35.54877792;26.02;8.77;0;283.6728213;218.01;63.32;0;16.8;16;94.5;72375_7850_25;18H001;2018-07-11 00:00;1;0;0;7237500;785000;18H001_72375_7850_25;0;94
14928;2.02E+11;201926602120;0;10;10;2019-07-09 00:00;782051.195;7236610.86;42;1;1;65.34210152;21.69268486;13.81513004;4.744;0;0;99.992329;38.766;0;0;24.82;15.8;71.9;72350_7800_25;18H001;2018-07-11 00:00;1;0;0;7235000;780000;18H001_72350_7800_25;-1;71
14929;2.02E+11;201926604060;0;10;10;2019-07-09 00:00;780844.89;7237162.731;33;1;1;169.5014546;54.99864408;36.77294579;8.71;10.158;0;331.1311914;79.766;96.112;0;21.66;19.3;63;72350_7800_25;18H001;2018-07-11 00:00;1;0;0;7235000;780000;18H001_72350_7800_25;-1;50
14930;2.02E+11;201926604120;0;10;10;2019-07-09 00:00;780841.125;7237745.398;33;1;1;127.3048859;39.47936092;31.21843898;7.936;6.908;0;219.853942;65.468;50.352;0;17.14;14.76;76.4;72375_7800_25;18H001;2018-07-11 00:00;1;0;0;7237500;780000;18H001_72375_7800_25;-1;76
14931;2.02E+11;202126591120;0;10;10;2021-06-04 00:00;772012;7242663;23;1;1;0;0;0;1.336;0.044;0;0;2.81;0.104;0;3.12;3.72;22.7;72425_7700_25;19G026;2019-08-27 00:00;1;0;0;7242500;770000;19G026_72425_7700_25;-2;82
14932;2.02E+11;202126592060;0;10;10;2021-06-04 00:00;771992;7242077;31;1;1;63.31607955;19.56753553;22.92948646;4.558;11.066;0;98.92933774;22.32;48.508;0;8.12;8.04;54.3;72400_7700_25;19G026;2019-08-27 00:00;1;0;0;7240000;770000;19G026_72400_7700_25;-2;67
14933;2.02E+11;202126592120;0;10;10;2021-06-04 00:00;772020;7241505;31;1;1;67.13003877;23.58420768;23.48852292;22.996;0.254;0;144.0222365;146.27;1.126;0;14.3;12.32;49.8;72400_7700_25;19G026;2019-08-27 00:00;1;0;0;7240000;770000;19G026_72400_7700_25;-2;100
14934;2.02E+11;202126593060;0;10;10;2021-06-04 00:00;771429;7241458;41;1;1;50.46155549;15.40033116;12.7386625;1.682;8.02;0;70.9787261;9.796;48.124;0;14.76;11.46;80;72400_7700_25;19G026;2019-08-27 00:00;1;0;0;7240000;770000;19G026_72400_7700_25;-2;66
14935;2.02E+11;202126593120;0;10;10;2021-06-04 00:00;770856;7241456;32;1;1;43.56497075;14.97570241;13.67000064;9.976;3.258;0;77.09551414;57.462;19.984;0;14.06;11.28;49.4;72400_7700_25;19G026;2019-08-27 00:00;1;0;0;7240000;770000;19G026_72400_7700_25;-2;97
14936;2.02E+11;202126594060;0;10;10;2021-06-04 00:00;770833;7242049;42;1;1;156.5599248;50.86730178;36.89314575;8.664;16.602;0;303.9918212;83.132;130.478;0;19.86;17.1;102.5;72400_7700_25;19G026;2019-08-27 00:00;1;0;0;7240000;770000;19G026_72400_7700_25;-2;79
14937;2.02E+11;201726571120;0;10;10;2017-06-17 00:00;792091.738;7232934.079;23;1;1;23.95328498;6.983562878;11.99806209;11.034;0.034;0;38.57188333;32.75;0.104;0;5.78;4.58;23.1;72325_7900_25;18H001;2018-07-11 00:00;1;0;0;7232500;790000;18H001_72325_7900_25;1;88
14938;2.02E+11;201726572120;0;10;10;2017-06-17 00:00;792123.255;7231731.996;33;1;1;102.1396768;34.7757012;26.80587569;14.228;9.936;0;189.8845554;121.668;62.008;0;17.68;14.46;61.7;72300_7900_25;18H001;2018-07-11 00:00;1;0;0;7230000;790000;18H001_72300_7900_25;1;92
14939;2.02E+11;201726573120;0;10;10;2017-06-17 00:00;790948.01;7231725.933;42;1;1;145.8664537;50.60981506;34.07242216;7.304;25.506;0;251.3353922;56.338;188.61;0;19.9;15.1;124.9;72300_7900_25;18H001;2018-07-11 00:00;1;0;0;7230000;790000;18H001_72300_7900_25;1;98
14940;2.02E+11;201726574060;0;10;10;2017-06-17 00:00;790921;7232322;42;1;1;67.71048816;23.69661614;16.24950989;16.242;0.002;0;143.1062486;141.754;0.006;0;29.06;18.56;142.7;72300_7900_25;18H001;2018-07-11 00:00;1;0;0;7230000;790000;18H001_72300_7900_25;1;99
14941;2.02E+11;201726581060;0;10;10;2017-07-25 00:00;803665.944;7238048.835;42;1;1;109.1556221;36.54650442;26.17666443;13.158;9.384;0;218.1938709;118.398;74.732;0;20.82;17.1;125;72375_8025_25;18H001;2018-07-11 00:00;1;0;0;7237500;802500;18H001_72375_8025_25;1;98
14942;2.02E+11;201726581120;0;10;10;2017-07-25 00:00;804243.683;7238028.614;31;1;1;68.39534476;24.6951345;22.57177866;9.292;4.712;0;116.5302482;55.61;23.208;0;10.44;9.96;46.5;72375_8025_25;18H001;2018-07-11 00:00;1;0;0;7237500;802500;18H001_72375_8025_25;1;57
14943;2.02E+11;201726583060;0;10;10;2017-07-25 00:00;803652.241;7236892.352;31;1;1;72.76075991;22.93947716;23.97763351;20.642;2.832;0;132.7193998;122.332;10.194;0;12.34;10.46;40;72350_8025_25;18H001;2018-07-11 00:00;1;0;0;7235000;802500;18H001_72350_8025_25;1;96
14944;2.02E+11;201726584060;0;10;10;2017-07-25 00:00;803065.535;7237470.792;31;1;1;36.42098028;12.49672139;11.19679234;5.762;1.324;0;61.91348334;33.738;8.548;0;13.46;10.98;39.8;72350_8025_25;18H001;2018-07-11 00:00;1;0;0;7235000;802500;18H001_72350_8025_25;1;89
14945;2.02E+11;201820832100;0;7;7;2018-09-11 00:00;796280;7230460;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72300_7950_25;18H001;2018-07-11 00:00;1;0;0;7230000;795000;18H001_72300_7950_25;0;75
14946;2.02E+11;201820833100;0;7;7;2018-09-11 00:00;795334;7229863;42;1;1;117.4633135;41.20984155;26.84567849;10.27;16.58;0;225.8661807;82.36;142.81;0;24.5;17.5;119.6;72275_7950_25;18H001;2018-07-11 00:00;1;0;0;7227500;795000;18H001_72275_7950_25;0;100
14947;2.02E+11;201820834100;0;7;7;2018-09-11 00:00;795240;7230863;23;1;1;84.84944402;29.33964986;22.57736913;0;9.43;0;105.1287791;0;36.56;0;12.7;9.2;36.2;72300_7950_25;18H001;2018-07-11 00:00;1;0;0;7230000;795000;18H001_72300_7950_25;0;46
14948;2.02E+11;201926611060;0;10;10;2019-08-12 00:00;793583.658;7242904.17;31;1;1;58.89753243;19.38180172;17.66963814;14.316;2.368;0;105.2751662;87.242;14.728;0;15.32;11.8;45;72425_7925_25;18H001;2018-07-11 00:00;1;0;0;7242500;792500;18H001_72425_7925_25;-1;94
14949;2.02E+11;201926612060;0;10;10;2019-08-12 00:00;794165.37;7242307.096;33;1;1;73.71905314;24.52708335;20.8159118;19.596;0.368;0;144.1553723;139.944;2.14;0;18.84;14.16;72.9;72400_7925_25;18H001;2018-07-11 00:00;1;0;0;7240000;792500;18H001_72400_7925_25;-1;94
14950;2.02E+11;202026621060;0;10;10;2020-05-31 00:00;801644.832;7228023.986;41;1;1;87.14912353;28.92575229;22.61788348;22.362;0;0;175.2265248;175.714;0;0;22.74;16.16;89;72275_8000_25;18H001;2018-07-11 00:00;1;0;0;7227500;800000;18H001_72275_8000_25;-2;100
14951;2.02E+11;202026621120;0;10;10;2020-05-31 00:00;802222.801;7227999.067;31;1;1;103.0401141;31.12856696;28.86660599;3.816;7.54;0;168.0804604;22.208;52.748;0;12.7;12.02;50.1;72275_8000_25;18H001;2018-07-11 00:00;1;0;0;7227500;800000;18H001_72275_8000_25;-2;59
14952;2.02E+11;202026622060;0;10;10;2020-05-31 00:00;802211.227;7227399.709;31;1;1;81.07646097;26.90450922;24.53124636;20.352;3.442;0;147.5247099;130.642;15.672;0;15.84;12.18;60.8;72250_8000_25;18H001;2018-07-11 00:00;1;0;0;7225000;800000;18H001_72250_8000_25;-2;97
14953;2.02E+11;202026622120;0;10;10;2020-05-31 00:00;802203.615;7226819.595;22;1;1;0;0;0;0;0;0;0;0.534;0.012;0;0;0;17.6;72250_8000_25;18H001;2018-07-11 00:00;1;0;0;7225000;800000;18H001_72250_8000_25;-2;72
14954;2.02E+11;202026624060;0;10;10;2020-05-31 00:00;800968;7227416;32;1;1;37.02647705;12.62625279;10.92021569;10.084;0.616;0;83.21534915;78.322;4.716;0;17.78;15.74;52.3;72250_8000_25;18H001;2018-07-11 00:00;1;0;0;7225000;800000;18H001_72250_8000_25;-2;98
14955;2.02E+11;201910511050;0;7;7;2019-06-16 00:00;642594;7244133;42;1;1;103.9708998;38.42115913;27.60508383;17.87;0.004;0;192.6180674;142.434;0.012;0;19.38;14.5;132.1;72425_6425_25;21G022;2021-07-27 00:00;1;0;0;7242500;642500;21G022_72425_6425_25;2;82
14956;2.02E+11;201910514150;0;7;7;2019-06-16 00:00;642094;7244122;23;1;1;52.83766658;23.09636039;19.60812507;2.494;0;0;78.06607325;11.84;0;0;7;7.82;25.8;72425_6400_25;21G022;2021-07-26 00:00;1;0;0;7242500;640000;21G022_72425_6400_25;2;24
14957;2.02E+11;201915311060;0;10;10;2019-06-16 00:00;641348;7246011;31;1;1;41.67430192;13.67119289;11.74426958;11.27;0;0;76.40962498;74.626;0;0;18.6;13.08;48.7;72450_6400_25;21G022;2021-07-26 00:00;1;0;0;7245000;640000;21G022_72450_6400_25;2;94
14958;2.02E+11;201915311120;0;10;10;2019-06-16 00:00;641932;7246003;41;1;1;66.37466546;23.71810935;18.15947017;14.06;4.084;0;115.596764;91.284;25.188;0;19.28;12.86;118.1;72450_6400_25;21G022;2021-07-26 00:00;1;0;0;7245000;640000;21G022_72450_6400_25;2;96
14959;2.02E+11;201915313060;0;10;10;2019-06-16 00:00;641359;7244799;23;1;1;22.17007058;6.939559635;8.140206173;7.508;0;0;32.46025916;28.838;0;0;11.96;7.06;31.1;72425_6400_25;21G022;2021-07-26 00:00;1;0;0;7242500;640000;21G022_72425_6400_25;2;75
14960;2.02E+11;201915314120;0;10;10;2019-06-16 00:00;640749;7245977;31;1;1;70.85615711;23.09704541;24.63320815;22.396;0;0;133.8375776;127.448;0;0;12.42;10.34;36;72450_6400_25;21G022;2021-07-26 00:00;1;0;0;7245000;640000;21G022_72450_6400_25;2;88
14961;2.02E+11;202115341060;0;10;10;2021-08-12 00:00;628379;7260844;42;1;1;52.9296936;18.18782586;13.90825611;12.04;0;0;77.4414788;70.6;0;0;21.6;11.2;163.7;72600_6275_25;21G030;2021-07-27 00:00;1;0;0;7260000;627500;21G030_72600_6275_25;0;96
14962;2.02E+11;202115341120;0;10;10;2021-08-12 00:00;628943;7260830;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72600_6275_25;21G030;2021-07-27 00:00;1;0;0;7260000;627500;21G030_72600_6275_25;0;99
14963;2.02E+11;202115342060;0;10;10;2021-08-12 00:00;628960;7260230;23;1;1;31.78264498;10.39327644;10.06735593;4.1;4.07;0;42.66641185;16.22;15.91;0;11.1;7.8;34.4;72600_6275_25;21G030;2021-07-27 00:00;1;0;0;7260000;627500;21G030_72600_6275_25;0;79
14964;2.02E+11;202115344060;0;10;10;2021-08-12 00:00;627770;7260250;23;1;1;1.117201454;0.487508283;0.573332493;4.15;1.25;0;1.357963823;16.58;4.5;0;5.3;4.6;27.4;72600_6275_25;21G030;2021-07-27 00:00;1;0;0;7260000;627500;21G030_72600_6275_25;0;94
14965;2.02E+11;202015252060;0;10;10;2020-08-10 00:00;656967;7245602;42;1;1;69.00183157;24.67208443;21.4313341;16.454;2.688;0;119.2342823;102.634;10.568;0;15.58;10.86;130.9;72450_6550_25;21G023;2021-07-28 00:00;1;0;0;7245000;655000;21G023_72450_6550_25;1;98
14966;2.02E+11;202015341120;0;10;10;2020-05-31 00:00;648985;7261082;41;1;1;211.5301702;73.51251945;43.18483941;0;43.182;0;355.4305605;0;356.274;0;24.42;17.62;114.6;72600_6475_25;21G030;2021-07-28 00:00;1;0;0;7260000;647500;21G030_72600_6475_25;1;92
14967;2.02E+11;202015344120;0;10;10;2020-05-31 00:00;647795;7261094;33;1;1;125.2075572;42.86647754;32.93658995;18.436;7.174;0;219.3587514;146.284;38.428;0;18.86;13.76;71.3;72600_6475_25;21G030;2021-07-28 00:00;1;0;0;7260000;647500;21G030_72600_6475_25;1;91
14968;2.02E+11;201715281060;0;10;10;2017-07-10 00:00;681398;7246510;31;1;1;53.18816003;18.3804145;13.10274617;8.112;4.058;0;93.37212621;60.2;28.432;0;21.3;14.86;70.8;72450_6800_25;21G024;2021-08-03 00:00;1;0;0;7245000;680000;21G024_72450_6800_25;4;96
14969;2.02E+11;201715283060;0;10;10;2017-07-10 00:00;681354;7245311;31;1;1;86.64663076;29.43911231;22.74239499;18.414;2.312;0;165.6166906;139.006;15.44;0;19.46;14.94;72.5;72450_6800_25;21G024;2021-08-03 00:00;1;0;0;7245000;680000;21G024_72450_6800_25;4;95
14970;2.02E+11;201715372120;0;10;10;2017-06-16 00:00;673917;7260232;22;1;1;1.253616023;0.516341916;0.559373832;0.408;0.016;0;1.800764641;1.442;0.054;0;3.18;2.42;22.2;72600_6725_25;21G030;2021-07-28 00:00;1;0;0;7260000;672500;21G030_72600_6725_25;4;91
14971;2.02E+11;201715373120;0;10;10;2017-06-16 00:00;672775;7260206;31;1;1;91.46580049;29.72273259;23.41889505;18.604;4.202;0;175.9217748;151.138;21.098;0;19.74;15.36;72.9;72600_6725_25;21G030;2021-07-28 00:00;1;0;0;7260000;672500;21G030_72600_6725_25;4;94
14972;2.02E+11;201715374060;0;10;10;2017-06-16 00:00;672759;7260810;32;1;1;12.44563551;4.387007107;3.561496311;2.846;0.676;0;21.72547722;19.95;1.778;0;20.36;12.32;70.3;72600_6725_25;21G030;2021-07-28 00:00;1;0;0;7260000;672500;21G030_72600_6725_25;4;97
14973;2.02E+11;201715374120;0;10;10;2017-06-16 00:00;672774;7261399;31;1;1;36.06095563;12.33341556;10.60651251;8.298;2.272;0;64.67883586;56.206;8.416;0;16.62;12.08;66.8;72600_6725_25;21G030;2021-07-28 00:00;1;0;0;7260000;672500;21G030_72600_6725_25;4;99
14974;2.02E+11;202115261060;0;10;10;2021-06-21 00:00;668544;7246421;23;1;1;41.29945378;13.849656;14.72401628;4.14;6.26;0;47.21115395;20.76;30.13;0;7.6;5.7;34.9;72450_6675_25;21G023;2021-08-03 00:00;1;0;0;7245000;667500;21G023_72450_6675_25;0;36
14975;2.02E+11;202115262120;0;10;10;2021-06-21 00:00;669157;7245244;33;1;1;55.18763018;18.78712108;14.88903019;12.88;2;0;100.7109036;92.76;8.65;0;20.3;13.8;76.8;72450_6675_25;21G023;2021-08-03 00:00;1;0;0;7245000;667500;21G023_72450_6675_25;0;99
14976;2.02E+11;202115263060;0;10;10;2021-06-21 00:00;668557;7245234;42;1;1;77.49601385;26.10557929;16.46226143;2.58;13.3;0;147.8408341;28.49;114.9;0;22.6;18.6;140.8;72450_6675_25;21G023;2021-08-03 00:00;1;0;0;7245000;667500;21G023_72450_6675_25;0;95
14977;2.02E+11;201815331060;0;10;10;2018-06-10 00:00;696353;7246682;32;1;1;40.27014063;13.25873406;12.40472932;11.74;0.656;0;72.83909099;71.182;1.968;0;16.54;11.5;49.6;72450_6950_25;21G024;2021-08-04 00:00;1;0;0;7245000;695000;21G024_72450_6950_25;3;99
14978;2.02E+11;201815331120;0;10;10;2018-06-10 00:00;696936;7246695;31;1;1;31.78086024;9.988599185;11.15716047;11.14;0;0;61.01869719;61.274;0;0;12.72;10.32;44;72450_6950_25;21G024;2021-08-04 00:00;1;0;0;7245000;695000;21G024_72450_6950_25;3;100
14979;2.02E+11;201815332120;0;10;10;2018-06-10 00:00;696949;7245521;42;1;1;41.38620458;17.16092773;13.5441317;6.544;0;0;64.49056863;39.23;0;0;13.86;9.54;99.6;72450_6950_25;21G024;2021-08-04 00:00;1;0;0;7245000;695000;21G024_72450_6950_25;3;59
14980;2.02E+11;201815421060;0;10;10;2018-08-02 00:00;688297;7261552;31;1;1;78.90278525;25.59995385;23.0939128;22.604;0.444;0;156.5871168;154.618;2.716;0;16.64;13.44;64;72600_6875_25;21G031;2021-07-14 00:00;1;1;0;7260000;687500;21G031_72600_6875_25;3;92
14981;2.02E+11;201815422060;0;10;10;2018-08-02 00:00;688978;7260988;31;1;1;4.265155926;1.464569576;1.316618927;1.314;0;0;6.798818644;6.798;0;0;22.96;10.12;44.8;72600_6875_25;21G031;2021-07-14 00:00;1;1;0;7260000;687500;21G031_72600_6875_25;3;100
